"",CustomerID,mean_prob
5393,7402-PWYJJ,42.375085
3317,5882-CMAZQ,42.363573
3033,2782-JEEBU,42.317681
6672,4923-ADWXJ,42.276887
6161,4976-LNFVV,42.270042
2744,0887-WBJVH,42.230543
6424,8495-PRWFH,42.178118
4541,9373-WSLOY,42.108145
4014,4692-NNQRU,42.078451
5718,5018-HEKFO,42.043739
2085,2294-SALNE,42.021801
6757,2038-YSEZE,41.982513
3708,6620-HVDUJ,41.917306
4448,0975-UYDTX,41.910216
5329,7036-ZZKBD,41.852218
4858,9522-BNTHX,41.851254
3279,6637-KYRCV,41.817868
2422,6647-ZEDXT,41.803788
1886,6865-JZNKO,41.705296
4530,8148-BPLZQ,41.677884
2325,2731-GJRDG,41.677415
6379,6198-PNNSZ,41.663573
5735,6261-LHRTG,41.663376
5423,8631-WUXGY,41.640341
3826,6131-FOYAS,41.609084
3174,0409-WTMPL,41.586423
4988,5345-BMKWB,41.559010
6567,9853-JFZDU,41.549377
6433,3058-WQDRE,41.517509
5461,1355-KUSBG,41.501011
3103,1060-ENTOF,41.367394
4229,8564-LDKFL,41.328571
4878,3847-BAERP,41.325839
6520,0691-NIKRI,41.321909
5565,1261-FWTTE,41.285491
2344,6797-UCJHZ,41.282920
5659,6408-OTUBZ,41.277650
4347,5447-VYTKW,41.274447
6767,4480-MBMLB,41.273010
4416,0100-DUVFC,41.260982
3183,2155-AMQRX,41.218451
2926,1666-JZPZT,41.194301
4662,6278-FEPBZ,41.193861
3851,5440-VHLUL,41.191607
4128,8070-AAWZP,41.190859
5415,9972-NKTFD,41.185138
6176,4118-CEVPF,41.168783
2585,4002-BQWPQ,41.139634
4560,1991-VOPLL,41.125243
6734,2791-SFVEW,41.073427
5203,0103-CSITQ,41.036621
5135,6874-SGLHU,41.034035
2840,9788-YTFGE,41.013095
4309,4282-MSACW,40.990150
6218,6156-UZDLF,40.979063
6007,9115-YQHGA,40.976724
2786,0096-FCPUF,40.972568
3189,7789-HKSBS,40.936398
2409,1853-ARAAQ,40.927627
6118,0289-IVARM,40.924409
6655,4753-PADAS,40.904873
4611,0655-YDGFJ,40.890468
1961,1091-SOZGA,40.882501
6889,7976-CICYS,40.838727
3573,9367-OIUXP,40.838727
4890,1919-RTPQD,40.825075
4159,4429-WYGFR,40.816173
2759,5370-IIVVL,40.792775
3257,4524-QCSSM,40.782271
2194,2320-SLKMB,40.755899
5732,3858-XHYJO,40.730420
6825,4011-ARPHK,40.725421
6034,2824-MYYBN,40.710550
5600,1376-HHBDV,40.700726
3727,7016-NVRIC,40.697439
5974,5982-FPVQN,40.697322
2276,2560-PPCHE,40.682459
2952,6979-TNDEU,40.649028
2988,1925-GMVBW,40.630832
5230,9415-TPKRV,40.612419
4660,0310-VQXAM,40.598656
2146,2805-EDJPQ,40.576636
5796,7718-UPSKJ,40.553807
2117,2379-GYFLQ,40.550670
2379,7251-LJBQN,40.539797
4034,8059-UDZFY,40.534011
6276,1472-TNCWL,40.505170
3368,7361-YPXFS,40.492381
3869,6128-AQBMT,40.459373
5440,0584-BJQGZ,40.432376
2533,5898-IGSLP,40.426617
3230,6959-GQEGV,40.426539
4381,9618-LFJRU,40.415387
6731,8344-WFMFH,40.396587
6748,4747-LCAQL,40.385655
5900,9770-KXGQU,40.385418
3008,3794-NFNCH,40.380471
3604,3981-QSVQI,40.359272
5782,9700-ISPUP,40.352743
3899,8295-FHIVV,40.349306
6922,4926-UMJZD,40.345164
2159,9774-NRNAU,40.321198
5470,7869-ZYDST,40.305449
3715,5702-SKUOB,40.303370
6929,2133-TSRRM,40.289497
2212,5149-CUZUJ,40.243195
2454,3758-CKOQL,40.217526
5468,2320-YKQBO,40.214700
3268,7459-IMVYU,40.208086
4768,5712-VBOXD,40.197330
5969,4397-FRLTA,40.197330
3889,2371-JUNGC,40.189377
2435,8224-IVVPA,40.185462
3155,8952-WCVCD,40.184486
4461,4558-CGYCZ,40.172031
2835,4945-RVMTE,40.166559
4708,3675-EQOZA,40.162721
6523,3736-BLEPA,40.146970
3752,7175-NTIXE,40.143905
5038,2186-QZEYA,40.139707
4961,2428-ZMCTB,40.135978
5058,6873-UDNLD,40.128027
3493,4365-MSDYN,40.127796
4507,8980-WQFWL,40.127410
4595,4821-SJHJV,40.119497
3084,2851-MMUTZ,40.111900
4805,7634-WSWDB,40.091071
4699,8439-LTUGF,40.077666
3778,0380-ZCSBI,40.077666
3906,2439-QKJUL,40.074191
6664,9332-GYWLO,40.070285
6394,6383-ZTSIW,40.065581
4133,1810-BOHSY,40.061329
2239,4134-BSXLX,40.049875
3740,9825-YCXWZ,40.043843
5078,6671-NGWON,40.037415
4764,5396-IZEPB,40.032184
4191,6029-CSMJE,40.031750
4221,7682-AZNDK,40.026005
3892,5074-FBGHB,40.023325
5159,8410-BGQXN,40.012045
6756,5850-BDWCY,40.009268
5006,0565-JUPYD,40.000368
2417,6621-YOBKI,39.997077
4985,6480-YAGIY,39.980989
5045,2931-SVLTV,39.974328
6140,3570-YUEKJ,39.946477
4531,2623-DRYAM,39.943123
2616,2858-EIMXH,39.910722
4041,5294-IMHHT,39.907503
2845,0114-RSRRW,39.905895
6593,1422-DGUBX,39.902173
6082,4936-YPJNK,39.899228
2061,3675-YDUPJ,39.892563
2227,4431-EDMIQ,39.889826
5797,8731-WBBMB,39.882172
3074,2988-PLAHS,39.879777
6352,0690-SRQID,39.872863
2120,6035-BXTTY,39.871548
6978,2075-RMJIK,39.850845
6963,2371-KFUOG,39.841328
3196,2474-LCNUE,39.836752
5228,7787-BNTZM,39.821420
3388,4832-VRBMR,39.820237
5564,9367-TCUYN,39.816299
5809,3370-GQEAL,39.798372
5585,9909-IDLEK,39.795552
6675,5195-KPUNQ,39.788948
2335,7134-MJPDY,39.781647
2516,2732-ISEZX,39.779122
2976,0481-SUMCB,39.777732
2949,8205-MQUGY,39.776547
1992,8992-VONJD,39.774975
2575,6353-BRMMA,39.771036
3344,3977-QCRSL,39.765417
5731,1755-RMCXH,39.759832
4154,2410-CIYFZ,39.757024
4698,1767-TGTKO,39.745716
6612,7727-SHVZV,39.740264
2217,6614-VBEGU,39.723830
4118,8715-KKTFG,39.716324
5094,8200-KLNYW,39.670087
5658,0303-WMMRN,39.666132
2254,7531-GQHME,39.654125
3381,7483-IQWIB,39.645570
3241,0523-VNGTF,39.627330
2068,1950-KSVVJ,39.626903
3837,5140-FOMCQ,39.621102
5623,0277-BKSQP,39.602908
2456,7521-AFHAB,39.574249
4236,6972-SNKKW,39.562313
3687,7140-ADSMJ,39.515154
3845,1855-CFULU,39.478976
4308,1336-EZFZY,39.478976
4237,3694-GLTJM,39.462319
4366,3530-CRZSB,39.457764
5725,9233-PSYHO,39.436253
4836,4256-ZWTZI,39.432573
6039,1217-VASWC,39.423602
6985,1024-KPRBB,39.410965
4343,2172-EJXVF,39.410303
5071,4468-YDOVK,39.394496
3921,6599-GZWCM,39.392285
3787,8384-FZBJK,39.377520
1905,6575-SUVOI,39.338802
5223,1385-TQOZW,39.322804
4089,4568-TTZRT,39.316120
6222,5144-PQCDZ,39.291052
6877,4323-OHFOW,39.281644
2586,5651-YLPRD,39.278390
4410,5996-NRVXR,39.275179
4186,5924-IFQTT,39.271578
2278,8138-EALND,39.207570
5300,7396-VJUZB,39.204692
6833,6500-JVEGC,39.195875
4134,1784-BXEFA,39.192692
3983,9512-PHSMG,39.192692
2480,4785-NKHCX,39.184047
6692,2159-TURXX,39.184047
5620,7074-STDCN,39.177184
2632,6732-FZUGP,39.159062
5671,8294-UIMBA,39.152595
4445,2558-BUOZZ,39.146647
2087,1563-IWQEX,39.146499
6311,3363-EWLGO,39.118925
4103,6377-KSLXC,39.118925
5891,9970-QBCDA,39.115272
2525,9342-VNIMQ,39.095617
4273,8123-QBNAZ,39.043136
2695,6891-JPYFF,39.037493
4921,8450-UYIBU,39.036266
5634,8878-RYUKI,39.010597
3925,4016-BJKTZ,39.007668
3817,4837-QUSFT,39.006284
6980,9364-YKUVW,38.992275
5561,0052-DCKON,38.976656
4561,9738-QLWTP,38.973367
4763,8851-RAGOV,38.965049
4295,0330-BGYZE,38.963247
1930,8108-UXRQN,38.937876
3315,5619-PTMIK,38.917221
2221,5968-XQIVE,38.916268
7026,7203-OYKCT,38.904832
5258,9256-JTBNZ,38.884710
1950,6728-DKUCO,38.879447
6403,0725-CXOTM,38.865376
3312,0564-MUUQK,38.861489
3788,3750-RNQKR,38.848172
3757,2882-DDZPG,38.848172
3943,4360-QRAVE,38.844681
4394,8663-UPDGF,38.842418
2570,0347-UBKUZ,38.841095
4253,0750-EKNGL,38.840010
3561,8402-EIVQS,38.840008
2936,6806-YDEUL,38.822749
6004,9932-WBWIK,38.821777
5915,7856-GANIL,38.820713
5204,8671-KKKOS,38.770548
5219,5339-TJFEK,38.764344
2929,2480-EJWYP,38.746148
2331,6689-VRRTK,38.739093
4555,0512-FLFDW,38.701325
4320,2402-TAIRZ,38.666873
2591,7764-BDPEE,38.659210
3490,7951-VRDVK,38.644849
5099,9896-UYMIE,38.635548
6581,5298-GSTLM,38.619752
3974,6838-HVLXG,38.614508
2027,1347-KTTTA,38.607559
2493,2672-TGEFF,38.605488
3646,1089-HDMKP,38.594827
2909,5223-UZAVK,38.562936
4108,1614-JBEBI,38.558361
6967,7746-AWNQW,38.532811
5286,3680-CTHUH,38.512340
4963,1768-HNVGJ,38.506046
2775,8496-DMZUK,38.505302
6548,7148-XZPHA,38.502721
4586,6473-ULUHT,38.499935
2451,7706-DZNKK,38.493198
1965,4622-YNKIJ,38.480693
6797,6906-MPARY,38.473241
3392,3061-BCKYI,38.472416
6017,6490-FGZAT,38.467697
3894,4455-BFSPD,38.422844
3660,3694-DELSO,38.331843
4519,5913-INRQV,38.311291
5380,9518-IMLHK,38.308773
5922,4987-GQWPO,38.280778
5499,6040-CGACY,38.262217
2060,3282-ZISZV,38.224829
2556,8942-DBMHZ,38.222937
6116,1539-LNKHM,38.216303
2820,8985-OOPOS,38.201926
5161,7611-YKYTC,38.178570
5451,0440-UEDAI,38.177323
6359,8573-CGOCC,38.133925
5810,5032-USPKF,38.128546
6645,2911-IJORQ,38.121198
4121,5151-HQRDG,38.104619
2999,4881-GQJTW,38.069827
6476,0824-VWDPO,38.053446
2653,1730-VFMWO,38.038373
5984,1707-HABPF,38.027735
3043,8246-SHFGA,38.014124
5083,7998-ZLXWN,38.003119
3411,2911-WDXMV,37.966230
6197,6131-JLWZM,37.959677
2745,4660-IRIBM,37.933893
2358,1140-UKVZG,37.896526
2756,8944-AILEF,37.890754
2862,2625-TRCZQ,37.863883
4168,9391-DXGGG,37.849868
6304,4770-QAZXN,37.846830
5611,4879-GZLFH,37.846227
1962,2928-HLDBA,37.843245
6471,4476-OSWTN,37.838529
5288,6112-KTHFQ,37.800508
6508,0186-CAERR,37.787050
1983,3780-YVMFA,37.767257
6212,9402-CXWPL,37.765915
6869,3541-ZNUHK,37.763824
3642,4083-BFNYK,37.748650
1947,7123-WQUHX,37.748650
3775,1074-AMIOH,37.745447
6319,4079-ULGFR,37.711509
5567,0708-SJDIS,37.699387
5077,1518-OMDIK,37.693385
3026,0799-DDIHE,37.676272
2719,8807-ARQET,37.602674
5772,3642-GKTCT,37.598977
2152,5651-CRHKQ,37.574430
3505,8378-LKJAF,37.560947
6849,7672-VFMXZ,37.555463
6582,4450-YOOHP,37.464549
2679,6921-OZMFH,37.462925
4472,6036-TTFYU,37.417345
3410,6227-FBDXH,37.350774
5307,9800-ONTFE,37.305810
5136,5951-AOFIH,37.290552
4419,0326-VDYXE,37.253724
1984,1679-JRFBR,37.207793
7025,9837-FWLCH,37.192656
6148,0787-LHDYT,37.169982
4340,1335-HQMKX,37.159669
3855,7629-WIXZF,37.122274
3446,8894-JVDCV,37.119515
3249,3062-ICYZQ,37.087116
5481,3162-ZJZFU,37.064890
1937,3016-KSVCP,37.041447
5357,2192-CKRLV,37.029951
3265,3466-WAESX,37.018172
3678,0187-WZNAB,37.016488
4497,2045-BMBTJ,37.006044
3266,9281-PKKZE,36.963345
4928,7733-UDMTP,36.959978
6088,7989-VCQOH,36.937922
6268,7049-GKVZY,36.930234
4614,1097-FSPVW,36.927005
3918,2770-NSVDG,36.895304
3396,5804-HYIEZ,36.885024
2047,1984-GPTEH,36.860749
5197,6368-NWMCE,36.845658
6046,2896-TBNBE,36.842851
3313,0701-RFGFI,36.836497
2875,5478-JJVZK,36.777264
4671,7785-RDVIG,36.769517
2688,3391-JSQEW,36.764294
1872,1452-KIOVK,36.762937
1999,7654-YWJUF,36.744571
2172,4742-DRORA,36.741751
2202,2937-FTHUR,36.734567
3032,7108-DGVUU,36.702604
5754,9591-YVTEB,36.699466
6381,4132-POCZS,36.688588
5432,8350-NYMVI,36.632570
2973,7041-TXQJH,36.610442
4514,6080-TCMYC,36.599342
4317,6137-MFAJN,36.571480
3562,4947-DSMXK,36.569854
5503,0089-IIQKO,36.528244
2460,2202-OUTMO,36.511485
2980,2811-POVEX,36.471859
2572,0811-GSDTP,36.460632
3291,1845-CSBRZ,36.423232
5147,3639-XJHKQ,36.405575
4573,0795-GMVQO,36.395020
1952,8597-CWYHH,36.387219
2702,0098-BOWSO,36.370119
6880,1116-DXXDF,36.351851
4528,3038-PQIUY,36.351169
3742,8565-HBFNN,36.350813
6603,8221-EQDGL,36.312281
5441,1360-XFJMR,36.294643
2743,3164-YAXFY,36.292251
1907,8769-KKTPH,36.286419
3398,5934-TSSAU,36.282556
6113,8679-LZBMD,36.225515
4710,1732-FEKLD,36.214329
5054,6333-YDVLT,36.197231
4658,0064-YIJGF,36.195827
6419,3413-CSSTH,36.191145
4321,9659-ZTWSM,36.132215
6960,4710-NKCAW,36.127893
6816,5481-NTDOH,36.118947
5704,0786-IVLAW,36.095460
5763,6723-WSNTY,36.095460
6409,3154-CFSZG,36.086710
3966,7299-GNVPL,36.079765
5460,9475-NNDGC,36.014931
3580,3097-PYWXL,36.007625
2346,9931-KGHOA,35.990569
2496,6092-QZVPP,35.977980
3611,2616-UUTFK,35.969482
4634,4415-WNGVR,35.931717
2644,3524-WQDSG,35.922572
6050,9386-LDCZR,35.918961
4851,0440-QEXBZ,35.913445
3670,1465-WCZVT,35.911604
4048,5131-PONJI,35.910979
4513,4795-WRNVT,35.845965
7041,4801-JZAZL,35.809074
2935,2958-NHPPS,35.767181
5513,9842-EFSYY,35.765988
5554,8920-NAVAY,35.724484
2353,4908-XAXAY,35.684305
3750,7285-KLOTR,35.681987
2778,0178-SZBHO,35.666941
6282,6733-LRIZX,35.663045
5789,6171-ZTVYB,35.645311
5175,8644-XYTSV,35.630288
6362,4819-HJPIW,35.600180
1960,9445-ZUEQE,35.589879
4632,1548-ARAGG,35.463705
5122,3714-XPXBW,35.446200
4388,5294-DMSFH,35.431482
2173,0111-KLBQG,35.400171
4734,3824-RHKVR,35.366864
2569,2692-AQCPF,35.350156
4793,5382-TEMLV,35.342347
3035,2720-FVBQP,35.290875
6785,7605-SNLQG,35.279962
4015,7742-MYPGI,35.275436
6241,2908-ZTPNF,35.230852
2010,8017-UVSZU,35.212724
6750,0898-XCGTF,35.163863
5877,9921-EZKBY,35.124252
3608,3450-WXOAT,35.106759
2577,9904-EHEVJ,35.090570
5550,4647-XXZAM,35.066409
3664,0142-GVYSN,35.050244
5506,5966-EMAZU,35.044027
5536,1237-WIYYZ,35.029503
3415,0842-IWYCP,34.984005
3581,2266-SJNAT,34.980294
3191,2586-CWXVV,34.979802
5765,1061-PNTHC,34.964139
5942,5985-BEHZK,34.924914
2969,4472-VESGY,34.903619
2270,8905-IAZPF,34.895444
3627,3413-DHLPB,34.885974
2354,8404-VLQFB,34.861681
4047,3404-JNXAX,34.832995
3421,7707-PYBBH,34.795332
2002,1744-JHKYS,34.786739
2782,1543-LLLFT,34.762022
3428,4123-FCVCB,34.726265
3089,4163-KIUHY,34.709260
6906,5060-TQUQN,34.685110
5075,9351-LZYGF,34.651431
6179,2338-BQEZT,34.615202
5544,5236-XMZJY,34.610889
6389,3039-MJSLN,34.597671
2186,2055-SIFSS,34.559458
3538,3126-WQMGH,34.553831
6541,3407-QGWLG,34.549544
1938,4767-HZZHQ,34.512449
5240,8999-XXGNS,34.503441
6667,7233-IOQNP,34.435516
6531,8647-SDTWQ,34.433192
2726,5268-DSMNQ,34.426992
2918,8752-GHJFU,34.421982
3357,0308-GIQJT,34.421833
4140,5569-IDSEY,34.416909
6201,9693-XMUOB,34.415998
2899,7521-YXVZY,34.401348
2904,5678-VFNEQ,34.341032
3318,5846-QFDFI,34.338188
5166,6893-ODYYE,34.317880
6157,3161-GETRM,34.279693
2680,9578-FOMUK,34.264918
2230,5168-MQQCA,34.232187
4485,1530-ZTDOZ,34.212126
6724,4657-FWVFY,34.202108
6469,6128-DAFVY,34.190692
2128,4654-DLAMQ,34.168998
5118,5215-LNLDJ,34.159713
5805,3327-YBAKM,34.158751
6939,7921-LMDFQ,34.144923
4511,9501-UKKNL,34.130562
4575,1142-IHLOO,34.116874
6791,8591-NXRCV,34.115612
5916,0804-XBFBV,34.075967
6341,9691-HKOVS,34.047200
6844,1591-MQJTP,34.019983
3171,9470-XCCEM,34.011068
3625,9314-QDMDW,33.945269
6621,2478-EEWWM,33.937943
6803,3733-ZEECP,33.935342
6580,1428-IEDPR,33.903166
4337,1125-SNVCK,33.891521
3955,3638-DIMPH,33.873461
4913,3192-LNKRK,33.866722
5711,4282-ACRXS,33.844949
1916,8627-ZYGSZ,33.772267
3864,2346-DJQTB,33.771151
6294,0956-ACVZC,33.673519
6422,7542-CYDDM,33.607258
6350,7110-BDTWG,33.573828
3237,3537-RYBHH,33.566664
2226,3780-DDGSE,33.562654
5385,4001-TSBTV,33.509686
5824,6082-GLJIX,33.493160
5041,9134-WYRVP,33.486932
3406,1057-FOGLZ,33.485268
2939,0222-CNVPT,33.460441
5475,2359-KLTEK,33.451939
2319,1710-RCXUS,33.406739
6778,5274-XHAKY,33.387168
4871,3160-TYXLT,33.327638
6913,1930-WNXSB,33.316993
4022,4139-JPIAM,33.316375
5635,9633-DENPU,33.290487
6481,2946-KIQSP,33.278422
6021,7502-BNYGS,33.275484
4770,1559-DTODC,33.261486
5127,3621-CHYVB,33.242346
3513,8097-VBQTZ,33.215735
2148,7156-MXBJE,33.208530
6301,5025-GOOKI,33.149485
5365,0723-FDLAY,33.145446
4709,0840-DCNZE,33.144554
6863,9546-KDTRB,33.123788
4731,3786-WOVKF,33.093533
5505,6075-QMNRR,33.075595
2640,4869-EPIUS,33.057890
2954,9495-SKLKD,33.010851
2324,2001-MCUUW,32.956093
2095,2240-HSJQD,32.863507
5454,6344-SFJVH,32.812056
5664,7622-NXQZR,32.796183
4300,9626-VFRGG,32.775480
4094,3865-QBWSJ,32.757744
2494,4250-WAROZ,32.733808
7037,7750-EYXWZ,32.712429
2437,1410-RSCMR,32.711733
2905,5977-CKHON,32.694175
5442,5730-RIITO,32.681308
3464,8220-OCUFY,32.638395
3015,7776-QGYJC,32.628815
6632,2599-CZABP,32.606620
3781,3969-JQABI,32.544572
2625,9391-TTOYH,32.486509
6943,6211-WHMYA,32.465143
2082,6202-DYYFX,32.342287
6558,0943-ZQPXH,32.334108
6759,8799-OXZMD,32.306274
6628,4726-DLWQN,32.273374
4982,5176-LDKUH,32.216376
3091,1171-TYKUR,32.214265
5937,3863-QSTYI,32.207400
5026,8582-KRHPJ,32.191126
2372,9092-GDZKO,32.168339
6843,7956-XQWGU,32.166519
6506,7872-RDDLZ,32.095409
3904,5468-BPMMO,32.076500
5242,3181-MIZBN,32.029507
3168,2243-FNMMI,32.022652
2038,6469-MRVET,31.869455
3803,8198-RKSZG,31.866532
6732,8822-KNBHV,31.844545
2598,3318-ISQFQ,31.795801
5497,2436-QBZFP,31.771775
5905,1208-NBVFH,31.757788
4178,7080-TNUWP,31.734859
5079,0595-ITUDF,31.686998
2032,0699-NDKJM,31.683416
4179,0496-AHOOK,31.626885
5936,8034-RYTVV,31.565744
4886,9974-JFBHQ,31.532535
5727,8044-BGWPI,31.516419
3914,3572-UOLYZ,31.500785
6928,8065-QBYTO,31.489449
4294,6322-PJJDJ,31.472280
3131,1702-CCFNJ,31.448424
6244,8756-RDDLT,31.439613
5904,4277-UDIEF,31.382010
3474,1136-XGEQU,31.366113
4197,9467-ROOLM,31.352405
4569,6878-GGDWG,31.337713
5222,5827-MWCZK,31.301442
5977,5546-BYZSM,31.266057
2971,3128-YOVTD,31.240857
2401,3347-YJZZE,31.232262
6247,4430-YHXGG,31.231636
2698,3696-XRIEN,31.217958
6503,7356-IWLFW,31.212888
4439,7673-LPRNY,31.181671
5314,8780-RSYYU,31.162051
4302,9143-CANJF,31.110984
2161,9967-ATRFS,31.079726
4841,1485-YDHMM,31.079489
5315,5537-UXXVS,31.024179
5959,8457-XIGKN,31.016047
5926,5753-QQWPW,30.983016
5908,3374-TTZTK,30.913904
6104,5539-HIVAK,30.882923
2154,6583-SZVGP,30.838943
4926,9142-XMYJH,30.770757
4618,6352-GIGGQ,30.740817
3083,7426-WEIJX,30.684586
2950,8970-ANWXO,30.664682
5867,7929-SKFGK,30.593423
4631,9040-KZVWO,30.489742
2142,9571-EDEBV,30.483257
3666,8406-LNMHF,30.479972
3308,7449-HVPIV,30.448862
2864,7266-GSSJX,30.430914
2661,4194-WHFCB,30.408409
2461,0810-BDHAW,30.397400
4526,7925-PNRGI,30.349186
2044,2651-ZCBXV,30.346444
2257,0913-XWSCN,30.338038
3880,1866-ZSLJM,30.336377
6242,8421-WZOOW,30.332874
1963,6497-TILVL,30.311902
4348,3623-FQBOX,30.295432
6489,4012-ZTHBR,30.285965
2764,0013-MHZWF,30.278371
4491,0670-ANMUU,30.251004
4897,7184-LRUUR,30.244841
2633,8329-GWVPJ,30.235024
2615,7047-YXDMZ,30.232869
4281,0689-DSXGL,30.215854
5430,3339-EAQNV,30.214464
3016,9313-QOLTZ,30.193458
6155,9867-NNXLC,30.179291
4435,3982-DQLUS,30.091217
3287,4623-ZKHLY,30.066320
6897,7964-ZRKKG,30.062482
3289,8201-AAXCB,30.059167
6069,8204-TIFGJ,30.025171
3442,4223-BKEOR,30.024629
2785,2120-SMPEX,30.006361
2244,7803-XOCCZ,30.003009
5738,8777-MBMTS,29.979335
2290,3701-SFMUH,29.970845
5336,5855-EIBDE,29.969784
6230,1840-BIUOG,29.951331
6818,2061-VVFST,29.946140
3910,2250-IVBWA,29.935793
5888,1696-HXOWK,29.914373
5756,4274-DRSQT,29.901068
2450,3137-NYQQI,29.899689
4367,8498-XXGWA,29.864544
4091,0516-QREYC,29.848799
2091,2985-JUUBZ,29.825169
5945,9644-KVCNC,29.803281
3104,0999-QXNSA,29.750391
6438,6537-OTKMY,29.723542
5930,3173-NVMPX,29.703692
6360,7356-AYNJP,29.700796
3361,5349-AZPEW,29.598419
3486,8548-AWOFC,29.588384
6014,1222-LRYKO,29.583114
3661,3893-JRNFS,29.581855
2209,8847-GEOOQ,29.568880
4644,6674-KVJHG,29.561359
3151,8646-JCOMS,29.559063
4838,4098-NAUKP,29.553273
6650,6576-FBXOJ,29.552805
6055,3948-FVVRP,29.522995
4002,7923-IYJWY,29.519233
6061,6476-YHMGA,29.510285
2850,0661-WCQNQ,29.475490
4580,1353-GHZOS,29.461446
5559,7407-SUJIZ,29.454526
3487,9798-DRYDS,29.442857
2734,5562-BETPV,29.383618
3113,0274-JKUJR,29.326393
3489,6296-DDOOR,29.323907
6544,3214-IYUUQ,29.297563
3774,5186-PEIZU,29.277786
6173,9391-YZEJW,29.260348
4035,7740-BTPUX,29.207250
2544,0297-RBCSG,29.164456
5752,1409-PHXTF,29.144408
4076,9786-IJYDL,29.126948
5672,8109-YUOHE,29.098148
3790,3096-YXENJ,29.088840
3585,1104-FEJAM,29.082796
4401,8174-TBVCF,29.080314
3911,1810-MVMAI,29.030104
6796,8080-POTJR,29.028284
2951,9480-BQJEI,29.002649
2081,9577-WJVCQ,29.001026
2041,6341-JVQGF,28.987998
5677,0696-UKTOX,28.983360
3080,1498-DQNRX,28.972097
4736,5989-AXPUC,28.958516
3395,7746-QYVCO,28.951537
4414,9762-YAQAA,28.945854
3441,6648-INWPS,28.932460
2469,2040-OBMLJ,28.929996
3087,2967-MXRAV,28.928944
5321,3011-WQKSZ,28.909341
6383,3896-RCYYE,28.905378
2681,4712-UYOOI,28.895337
3648,0310-SUCIN,28.882917
4462,2368-GAKKQ,28.877044
2859,0536-BGFMZ,28.861783
3335,7336-RLLRH,28.824214
5549,0909-SDHNU,28.823490
5530,7088-FBAWU,28.797708
4544,9544-PYPSJ,28.775358
5774,1334-PDUKM,28.774107
6226,0068-FIGTF,28.773760
5325,0345-XMMUG,28.726419
3020,8259-NFJTV,28.707810
1927,5590-ZSKRV,28.701592
3146,8226-BXGES,28.699998
6110,0716-BQNDX,28.674988
6937,2363-BJLSL,28.654035
6035,6345-HOVES,28.653562
3114,5740-YHGTW,28.645048
3214,4450-MDZFX,28.621390
4743,2773-OVBPK,28.560976
3539,7176-WRTNX,28.558411
4391,3272-VUHPV,28.545800
4061,7663-CUXZB,28.540379
6591,2486-WYVVE,28.538211
2942,1621-YNCJH,28.518595
5469,4973-RLZVI,28.491162
2181,2233-FAGXV,28.478376
6340,8085-MSNLK,28.477234
4936,5049-MUBWG,28.454778
2434,8405-IGQFX,28.450902
4538,8707-RMEZH,28.450504
4432,6483-OATDN,28.422245
5860,3733-UOCWF,28.402506
6411,1658-XUHBX,28.398349
4502,7820-ZYGNY,28.359559
4090,9513-DXHDA,28.349564
3309,5504-WSIUR,28.346392
4840,4608-LCIMN,28.306454
2658,8883-GRDWQ,28.281694
1883,1680-VDCWW,28.228679
5776,2242-MFOTG,28.216115
6509,3043-SUDUA,28.210258
2025,7674-YTAFD,28.196625
2710,0774-IFUVM,28.190379
4270,4324-BZCKL,28.175258
4532,9987-LUTYD,28.164860
6195,3229-USWAR,28.142588
2368,5533-RJFTJ,28.127906
6638,5448-VWNAM,28.069279
3593,4304-TSPVK,28.060825
3564,0002-ORFBO,28.024280
6298,0440-MOGPM,27.986370
4051,5815-HGGHV,27.979651
2538,0678-RLHVP,27.975069
3432,1163-ONYEY,27.949497
2655,3800-LYTRK,27.933385
5111,0377-JBKKT,27.926399
3534,4957-TIALW,27.921382
5987,4508-OEBEY,27.920857
6518,8904-OPDCK,27.901805
2386,6663-JOCQO,27.892597
3728,5829-NVSQN,27.871388
2672,5832-TRLPB,27.856890
3819,0907-HQNTS,27.848335
6170,1480-IVEVR,27.847376
3058,3374-PZLXD,27.831983
5566,3528-HFRIQ,27.822204
5551,7740-KKCXF,27.808380
1914,0557-ASKVU,27.788789
5995,8049-WJCLQ,27.744338
1977,2636-SJDOU,27.742795
3992,1400-WIVLL,27.640566
4349,8659-HDIYE,27.638886
4390,0603-OLQDC,27.593264
6023,6147-CBCRA,27.588469
3680,1357-MVDOZ,27.573446
3747,7055-JCGNI,27.487641
4597,1137-DGOWI,27.397663
6463,3428-MMGUB,27.396752
4748,8261-GWDBQ,27.368357
2299,5756-JYOJT,27.359317
4680,8819-ZBYNA,27.358254
2006,5524-KHNJP,27.355474
5892,9496-IVVRP,27.355074
6338,5081-NWSUP,27.348865
3044,0620-XEFWH,27.346504
3047,5327-CNLUQ,27.308425
1998,1159-WFSGR,27.293668
2912,9350-VLHMB,27.288140
5831,9860-LISIZ,27.271855
3874,0484-JPBRU,27.263033
4383,0744-GKNGE,27.261379
6009,8963-MQVYN,27.251062
6219,3099-OONVS,27.235299
5517,0930-EHUZA,27.179249
5308,6743-HHQPF,27.178220
3659,2450-ZKEED,27.138732
5509,2055-BFOCC,27.106590
3005,2796-UUZZO,27.065905
1964,7219-TLZHO,27.055188
5306,5985-TBABQ,27.052232
